RENTAL_ZONE_HAL_ID;"RENTAL_ZONE_HAL_SRC";"NAME";"TYPE";"CITY";"COUNTRY";"POI_AIRPORT_X";POI_LONG_DISTANCE_TRAINS_X;POI_SUBURBAN_TRAINS_X;POI_UNDERGROUND_X;"CLASSIFICATION";"RENTAL_ZONE_GROUP";"CODE";"COMPANY";"COMPANY_GROUP";"FRANCHISE";ACTIVE_X;"RENTAL_ZONE_GROUP_X";"RENTAL_ZONE_X_COORDINATE";"RENTAL_ZONE_Y_COORDINATE"
354;"Standort";"Münchner Freiheit";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Münchner Freiheit";"88001308";"";"Call a Bike";"";1;"J";"11,586111110000000";"48,161944440000000"
388;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Ostbahnhof";"88001662";"";"Call a Bike";"";1;"J";"11,604444440000000";"48,128611110000000"
499;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"DB_MobilityCenter";"88002897";"";"Call a Bike";"";1;"J";;
1532;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Stiglmaierplatz";"88006552";"";"Call a Bike";"";1;"J";"11,558888890000000";"48,146944440000000"
1559;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"DB_MobilityCenter";"88006834";"";"Call a Bike";"";1;"J";"11,575277780000000";"48,160277780000000"
1589;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"LMU Projektstandort 5";"88007143";"";"Call a Bike";"";1;"J";"11,595277780000000";"48,150555560000000"
1610;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Kurfürstenplatz";"88007319";"";"Call a Bike";"";1;"J";"11,575277780000000";"48,159722220000000"
1735;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40027904";"";"Call a Bike";"";1;"J";"6,939332934200000";"50,930237905400000"
1784;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Mediapark";"40028331";"";"Call a Bike";"";1;"J";"6,942899402100000";"50,946266014500000"
1797;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"The Coffee Store";"40028454";"";"Call a Bike";"";1;"J";"6,952250420600000";"50,939732973000000"
1922;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Chlodwigplatz";"40029458";"";"Call a Bike";"";1;"J";"6,959477162300000";"50,921020722100000"
1955;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"WDR";"40018687";"";"Call a Bike";"";1;"J";"6,956113486400000";"50,940594393900000"
2089;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40019580";"";"Call a Bike";"";1;"J";"6,940756614800000";"50,931067207000000"
2216;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Hansaring/Krefelder Str.";"40020512";"";"Call a Bike";"";1;"J";"6,951829878600000";"50,948777870300000"
2414;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40022212";"";"Call a Bike";"";1;"J";"6,956884699500000";"50,949074010600000"
2415;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40022213";"";"Call a Bike";"";1;"J";"6,956884699500000";"50,949074010600000"
3531;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Stachus";"88005015";"";"Call a Bike";"";1;"J";"11,565555560000000";"48,138888890000000"
3710;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Hausener Weg / Ludwig-Landmann-Straße";"6048900001";"";"Call a Bike";"";1;"J";"8,619363000000000";"50,131464000000000"
3717;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Praunheimer Landstraße / Im Vogelsgesang";"6048800001";"";"Call a Bike";"";1;"J";"8,624699000000000";"50,138729000000000"
3916;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Lokalbahnhof";"6059400011";"";"Call a Bike";"";1;"J";"8,690737000000000";"50,101568000000000"
3954;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Kleinmarkthalle";"6031100001";"";"Call a Bike";"";1;"J";"8,682078425400000";"50,112254674500000"
3961;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Fressgass";"6031300005";"";"Call a Bike";"";1;"J";"8,676285000000000";"50,114175000000000"
4014;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Campus Westend / Hansaallee / Bremer Straße";"6032300004";"";"Call a Bike";"";1;"J";"8,671474747000000";"50,127174005500000"
4612;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40027905";"";"Call a Bike";"";1;"J";"6,939332934200000";"50,930237905400000"
4613;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40027906";"";"Call a Bike";"";1;"J";"6,939332934200000";"50,930237905400000"
4664;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Mediapark";"40028333";"";"Call a Bike";"";1;"J";"6,942899402100000";"50,946266014500000"
4682;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"The Coffee Store";"40028456";"";"Call a Bike";"";1;"J";"6,952250420600000";"50,939732973000000"
4793;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40029392";"";"Call a Bike";"";1;"J";"6,956334021100000";"50,950296114100000"
4831;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Friesenplatz";"40018591";"";"Call a Bike";"";1;"J";"6,937831691600000";"50,940359371200000"
4870;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Friesenplatz";"40018923";"";"Call a Bike";"";1;"J";"6,940042141000000";"50,940523807000000"
4908;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Rudolfplatz";"40019189";"";"Call a Bike";"";1;"J";"6,938954316000000";"50,936378631400000"
5232;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Schlüterstraße / Pestalozzistraße";"1713";"";"Call a Bike";"";1;"J";"13,317790000000000";"52,507758000000000"
5738;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Katzbachstraße / Monumentenstraße";"1354";"";"Call a Bike";"";1;"J";"13,376718000000000";"52,487904000000000"
5800;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Dieffenbachstraße/ Schönleinstraße";"1366";"";"Call a Bike";"";1;"J";"13,420770000000000";"52,491810000000000"
5806;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Böckhstraße / Grimmstraße";"1364";"";"Call a Bike";"";1;"J";"13,415217000000000";"52,494588000000000"
5850;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Klingelhöferstraße / Von-der-Heydt-Str.";"1106";"";"Call a Bike";"";1;"J";"13,352276530000000";"52,507112120000000"
5952;"Standort";"Museumsinsel";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Museumsinsel / Monbijoubrücke";"1195";"";"Call a Bike";"";1;"J";"13,394195440000000";"52,522713370000000"
5955;"Standort";"S-Bhf.";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"S-Bhf. Oranienburger Str / Tucholskystr";"1194";"";"Call a Bike";"";1;"J";"13,392253520000000";"52,525210230000000"
5961;"Standort";"U-Bhf.";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"U-Bhf. Bernauer Str. / Brunnenstraße";"1143";"";"Call a Bike";"";1;"J";"13,396947380000000";"52,537085510000000"
5995;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Karl-Liebknecht-Str. / Spandauer Str.";"1161";"";"Call a Bike";"";1;"J";"13,404950000000000";"52,519770000000000"
6001;"Standort";"S-Bhf.";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"S-Bhf. Hackescher Markt / Neue Promenade";"1151";"";"Call a Bike";"";1;"J";"13,400986790000000";"52,522432670000000"
6014;"Standort";"Mauerpark";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Mauerpark / Eberswalder Straße";"1211";"";"Call a Bike";"";1;"J";"13,405940830000000";"52,541022020000000"
6078;"Standort";"Leopoldplatz Süd";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Leopoldplatz Süd / Müllerstraße";"1819";"";"Call a Bike";"";1;"J";"13,358401000000000";"52,547216000000000"
6188;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40023112";"";"Call a Bike";"";1;"J";"6,941011210000000";"50,930558251000000"
6280;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Haupt- Breslauer Platz";"40023820";"";"Call a Bike";"";1;"J";"6,960443189700000";"50,943532231100000"
6498;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Chlodwigplatz";"40025634";"";"Call a Bike";"";1;"J";"6,959266187700000";"50,921024433600000"
6572;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Süd";"40026126";"";"Call a Bike";"";1;"J";"6,938814998800000";"50,926435570300000"
6630;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Subbelrather/Innere Kanalstr.";"40026393";"";"Call a Bike";"";1;"J";"6,933908902500000";"50,949373482800000"
6676;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Barbarossaplatz";"40026738";"";"Call a Bike";"";1;"J";"6,941426066700000";"50,929039587400000"
6712;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Breite Strasse/Neue Langgasse/U-Bahn";"40027097";"";"Call a Bike";"";1;"J";"6,950618400000000";"50,938903260700000"
6717;"Standort";"Hauptbahnhof  (südseite) Bahnhofsvorplatz (Dom)  ";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof-Haupt- Domseite";"400300035";"";"Call a Bike";"";1;"J";"6,957565565100000";"50,941764759600000"
6723;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Lise-Meitner-Str./ Kreuznacherstr. (Novotel)";"6048600011";"";"Call a Bike";"";1;"J";"8,642785000000000";"50,115468000000000"
6728;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40029681";"";"Call a Bike";"";1;"J";"6,956884699500000";"50,949074010600000"
6729;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof West";"40029695";"";"Call a Bike";"";1;"J";"6,933136550800000";"50,943442902200000"
6760;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Museum Ludwig";"40030179";"";"Call a Bike";"";1;"J";"6,959877028300000";"50,941083182600000"
7596;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Dormero-Hotel / Europaallee";"6032700007";"";"Call a Bike";"";1;"J";"8,643816000000000";"50,108311000000000"
7764;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Lohmühlenbrücke / Maybachufer";"1417";"";"Call a Bike";"";1;"J";"13,439162000000000";"52,489611000000000"
7776;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"U-Bhf. Schlesisches Tor / Köpenicker Straße";"1381";"";"Call a Bike";"";1;"J";"13,441840000000000";"52,501190000000000"
7905;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Petersburger Straße / Matternstraße";"1397";"";"Call a Bike";"";1;"J";"13,451117000000000";"52,521385100000000"
8880;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Hauptbahnhof";"88000577";"";"Call a Bike";"";1;"J";"11,560833330000000";"48,139444440000000"
8960;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Münchner Freiheit";"88001341";"";"Call a Bike";"";1;"J";"11,587500000000000";"48,164166670000000"
8993;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Hauptbahnhof";"88002000";"";"Call a Bike";"";1;"J";"11,560555560000000";"48,140555560000000"
8999;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Goetheplatz";"88002039";"";"Call a Bike";"";1;"J";"11,558333330000000";"48,129444440000000"
9052;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Prof.-Huber Platz";"88002510";"";"Call a Bike";"";1;"J";"11,581944440000000";"48,150277780000000"
9090;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Münchner Freiheit";"88002885";"";"Call a Bike";"";1;"J";"11,586666670000000";"48,161666670000000"
10225;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Deutz";"40022163";"";"Call a Bike";"";1;"J";"6,973560040300000";"50,939842185300000"
10235;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40022214";"";"Call a Bike";"";1;"J";"6,956884699500000";"50,949074010600000"
10286;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Neumarkt";"40022658";"";"Call a Bike";"";1;"J";"6,949050441300000";"50,935507832400000"
10287;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Neumarkt";"40022659";"";"Call a Bike";"";1;"J";"6,949050441300000";"50,935507832400000"
10343;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40023113";"";"Call a Bike";"";1;"J";"6,941011210000000";"50,930558251000000"
10405;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Mediapark";"40023597";"";"Call a Bike";"";1;"J";"6,945105008800000";"50,947131194700000"
10439;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Haupt- Breslauer Platz";"40023821";"";"Call a Bike";"";1;"J";"6,960443189700000";"50,943532231100000"
10479;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"WDR";"40024147";"";"Call a Bike";"";1;"J";"6,953627851400000";"50,940181530600000"
10810;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Chlodwigplatz";"40029603";"";"Call a Bike";"";1;"J";"6,959477162300000";"50,921020722100000"
10817;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40029679";"";"Call a Bike";"";1;"J";"6,956884699500000";"50,949074010600000"
10844;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Uni Heilpädagogik Haus 213";"40030041";"";"Call a Bike";"";1;"J";"6,921024450300000";"50,933659741900000"
10864;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof West";"40030331";"";"Call a Bike";"";1;"J";"6,933136550800000";"50,943442902200000"
11290;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Wilmersdorfer Str. / Giesebrechtstr.";"1733";"";"Call a Bike";"";1;"J";"13,307798000000000";"52,503037000000000"
11369;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Marburger Str. / Augsburger Str.";"1718";"";"Call a Bike";"";1;"J";"13,335627000000000";"52,501657000000000"
11506;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Straße des 17.Juni / TU - Berlin";"1703";"";"Call a Bike";"";1;"J";"13,326504000000000";"52,513071000000000"
12041;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Amerika Gedenkbliothek / Blücherplatz";"1351";"";"Call a Bike";"";1;"J";"13,391260000000000";"52,496840000000000"
12047;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Baerwaldstraße / Wilmsstraße";"1363";"";"Call a Bike";"";1;"J";"13,404873000000000";"52,495319000000000"
12063;"Standort";"Hasenheide vor Haus Nr. 8";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Hasenheide vor Haus Nr. 8 / Hermannplatz";"1365";"";"Call a Bike";"";1;"J";"13,422333000000000";"52,487112000000000"
12155;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Sigismundstraße / Potsdamer Straße";"1105";"";"Call a Bike";"";1;"J";"13,368521330000000";"52,507471280000000"
12165;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Lennestraße / Ebertstaße";"1103";"";"Call a Bike";"";1;"J";"13,376838860000000";"52,512242960000000"
12217;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Bergstraße / Schröderstraße";"1134";"";"Call a Bike";"";1;"J";"13,394616540000000";"52,530972050000000"
12328;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Liebenwalder Str. / Malpalquetstraße";"1815";"";"Call a Bike";"";1;"J";"13,357717000000000";"52,551870000000000"
12399;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Stachus";"88000075";"";"Call a Bike";"";1;"J";"11,565555560000000";"48,138888890000000"
12400;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Odeonsplatz";"88007457";"";"Call a Bike";"";1;"J";"11,577565977200000";"48,142344159300000"
12623;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Deutschordenstraße / Heinrich-Hoffmann-Straße";"6052800012";"";"Call a Bike";"";1;"J";"8,652706000000000";"50,092593000000000"
12656;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Bockenheimer Landstraße / Mendelssohnstraße";"6032300005";"";"Call a Bike";"";1;"J";"8,659764222400000";"50,119072963900000"
12939;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Osthafenplatz / Hanauer Landstraße";"6031400016";"";"Call a Bike";"";1;"J";"8,712003000000000";"50,111153000000000"
13191;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Odeonsplatz";"88006792";"";"Call a Bike";"";1;"J";"11,577970320400000";"48,142614000600000"
13197;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Kurfürstenplatz";"88006833";"";"Call a Bike";"";1;"J";"11,575277780000000";"48,160277780000000"
13239;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Sendlinger Tor Platz";"88007171";"";"Call a Bike";"";1;"J";"11,567219547000000";"48,133709237800000"
13302;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Süd";"40026124";"";"Call a Bike";"";1;"J";"6,938814998800000";"50,926435570300000"
13353;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"WDR";"40026515";"";"Call a Bike";"";1;"J";"6,953175303400000";"50,940162213500000"
13427;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Breite Strasse/Neue Langgasse/U-Bahn";"40027096";"";"Call a Bike";"";1;"J";"6,950618400000000";"50,938903260700000"
13516;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Zülpicher Platz/Friedrichstr.";"40027902";"";"Call a Bike";"";1;"J";"6,939332934200000";"50,930237905400000"
13523;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Neumarkt";"40027954";"";"Call a Bike";"";1;"J";"6,945853224500000";"50,935807950400000"
14150;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Goetheplatz";"88000523";"";"Call a Bike";"";1;"J";"11,558333330000000";"48,129166670000000"
14166;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Sendlinger Tor Platz";"88000690";"";"Call a Bike";"";1;"J";"11,565833330000000";"48,134444440000000"
14246;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Ostbahnhof";"88001644";"";"Call a Bike";"";1;"J";"11,603055560000000";"48,127777780000000"
14307;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"LMU Projektstandort 4";"88002477";"";"Call a Bike";"";1;"J";"11,564166670000000";"48,130000000000000"
14811;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Chlodwigplatz";"40028419";"";"Call a Bike";"";1;"J";"6,959876016900000";"50,921079738900000"
14962;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Friesenplatz";"40018590";"";"Call a Bike";"";1;"J";"6,937831691600000";"50,940359371200000"
14964;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Neumarkt";"40018645";"";"Call a Bike";"";1;"J";"6,945614128900000";"50,936644988500000"
14997;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Friesenplatz";"40018925";"";"Call a Bike";"";1;"J";"6,940042141000000";"50,940523807000000"
14998;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Friesenplatz";"40018926";"";"Call a Bike";"";1;"J";"6,940042141000000";"50,940523807000000"
15006;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Chlodwigplatz";"40018984";"";"Call a Bike";"";1;"J";"6,959258187200000";"50,921714246700000"
15020;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Rudolfplatz";"40019131";"";"Call a Bike";"";1;"J";"6,940416419300000";"50,936740996000000"
15249;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40021009";"";"Call a Bike";"";1;"J";"6,958777403000000";"50,950087302400000"
15337;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof-Haupt- Domseite";"40021663";"";"Call a Bike";"";1;"J";"6,957565565100000";"50,941764759600000"
15389;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Deutz";"40022164";"";"Call a Bike";"";1;"J";"6,973078250885010";"50,940190268636925"
15413;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Heumarkt";"40022421";"";"Call a Bike";"";1;"J";"6,960344825000000";"50,936340739900000"
15490;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof West";"40022991";"";"Call a Bike";"";1;"J";"6,933136550800000";"50,943442902200000"
15640;"Standort";"";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Rudolfplatz";"40024497";"";"Call a Bike";"";1;"J";"6,940762718000000";"50,936157051300000"
15800;"Standort";"Bahnhof Köln-Deutz";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Deutz";"40029489";"";"Call a Bike";"";1;"J";"6,974530000000000";"50,940330000000000"
15812;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof Süd";"40029637";"";"Call a Bike";"";1;"J";"6,938814998800000";"50,926435570300000"
15814;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Mediapark";"40029657";"";"Call a Bike";"";1;"J";"6,945105008800000";"50,947131194700000"
15816;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Eigelstein/Ebertplatz";"40029678";"";"Call a Bike";"";1;"J";"6,956884699500000";"50,949074010600000"
15817;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Bahnhof West";"40029697";"";"Call a Bike";"";1;"J";"6,933136550800000";"50,943442902200000"
15845;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Messe";"40030018";"";"Call a Bike";"";1;"J";;
15846;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Messe";"40030025";"";"Call a Bike";"";1;"J";;
15847;"Standort";"";"normal";"Frankfurt am Main";"DE";"0";0;0;0;"Call a Bike";"Carl-Theodor-Reiffenstein-Platz / Hasengasse";"6031300002";"";"Call a Bike";"";1;"J";"8,683521797200000";"50,114191090500000"
15863;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"The Coffee Store";"40030276";"";"Call a Bike";"";1;"J";"6,952250420600000";"50,939732973000000"
15878;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Münchner Freiheit";"88009826";"";"Call a Bike";"";1;"J";"11,586111110000000";"48,161944440000000"
15888;"Standort";"Richelstr.3";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"DB-AG-Zentrale_MUC";"88009969";"";"Call a Bike";"";1;"J";"11,533174000000000";"48,145271000000000"
16118;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Stiglmaierplatz";"88000545";"";"Call a Bike";"";1;"J";"11,559166670000000";"48,147500000000000"
16129;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Stachus";"88000681";"";"Call a Bike";"";1;"J";"11,565277780000000";"48,139722220000000"
16175;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Tal (Sparkassenstr)";"88001087";"";"Call a Bike";"";1;"J";"11,578333330000000";"48,136111110000000"
16205;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Rosenheimer Platz";"88001484";"";"Call a Bike";"";1;"J";"11,593888890000000";"48,128611110000000"
16209;"Standort";"";"normal";"München";"DE";"0";0;0;0;"Call a Bike";"Rosenheimer Platz";"88001517";"";"Call a Bike";"";1;"J";"11,595000000000000";"48,127777780000000"
17325;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Mediapark";"40037398";"";"Call a Bike";"";1;"J";"6,945105008800000";"50,947131194700000"
17326;"Standort";"Innenstadt";"normal";"Köln";"DE";"0";0;0;0;"Call a Bike";"Mediapark";"40037399";"";"Call a Bike";"";1;"J";"6,945105008800000";"50,947131194700000"
17331;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"S-Bhf. Hauptbahnhof / Europaplatz";"1112";"";"Call a Bike";"";1;"J";"13,370490070000000";"52,526143660000000"
17335;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"S-Bhf. Hauptbahnhof / Washingtonplatz";"1110";"";"Call a Bike";"";1;"J";"13,368829000000000";"52,523939000000000"
18840;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Kurfürstendamm / Schlüterstraße";"1761";"";"Call a Bike";"";1;"J";"13,316950000000000";"52,501760000000000"
18878;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Bundesallee / Hohenzollerndamm";"1765";"";"Call a Bike";"";1;"J";"13,330170000000000";"52,496234000000000"
19057;"Standort";"";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"S-Bhf. Savignyplatz / Knesebeckstraße";"1710";"";"Call a Bike";"";1;"J";"13,322220000000000";"52,505100000000000"
19075;"Standort";"Aquarium";"normal";"Berlin";"DE";"0";0;0;0;"Call a Bike";"Aquarium / Olof-Palme-Platz";"1108";"";"Call a Bike";"";1;"J";"13,340540530000000";"52,505479520000000"
